TF_id	chip_prefix	peak_id	chrom	peak_start_1based	peak_end_1based	peak_center_1based	peak_score	peak_signal	neglog10q	strength_tier	nearest_gene	TU_id	gene_list	strand	TSS_like	promoter_start	promoter_end	rel_pos_to_TSS	abs_rel_pos	overlap_bp	mapping_rank	mapping_status	tu_context	genomic_region_chip
Cgl0627	Cgl0627-1	Cgl0627-1_peak_101	NC_006958.1	2945186	2950869	2947900	31331	19.2681	3130.05	very_strong	CGTRNA_RS13790	TU_1535	Cgl2765	+	2950208	2949908	2950258	-2308	2308	351	7	secondary	intergenic_unassigned	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_23	NC_006958.1	633125	646772	640940	22090	7.72483	2206.42	very_strong	CGTRNA_RS03155	TU_422	Cgl0628	-	640879	640829	641179	-61	61	351	1	primary	inside_TU_promoter	promoter
Cgl0627	Cgl0627-1	Cgl0627-1_peak_23	NC_006958.1	633125	646772	640940	22090	7.72483	2206.42	very_strong	CGTRNA_RS03155	TU_423	Cgl0629	+	641133	640833	641183	-193	193	351	2	secondary	inside_TU_promoter	promoter
Cgl0627	Cgl0627-1	Cgl0627-1_peak_23	NC_006958.1	633125	646772	640940	22090	7.72483	2206.42	very_strong	CGTRNA_RS03155	TU_421	Cgl0627	+	639624	639324	639674	1316	1316	351	3	secondary	intergenic_unassigned	promoter
Cgl0627	Cgl0627-1	Cgl0627-1_peak_23	NC_006958.1	633125	646772	640940	22090	7.72483	2206.42	very_strong	CGTRNA_RS03155	TU_1804	crtEBI-Cgl0625	-	639462	639412	639762	-1478	1478	351	4	secondary	intergenic_unassigned	promoter
Cgl0627	Cgl0627-1	Cgl0627-1_peak_23	NC_006958.1	633125	646772	640940	22090	7.72483	2206.42	very_strong	CGTRNA_RS03155	TU_2396	phr	-	643959	643909	644259	3019	3019	351	5	secondary	intergenic_unassigned	promoter
Cgl0627	Cgl0627-1	Cgl0627-1_peak_23	NC_006958.1	633125	646772	640940	22090	7.72483	2206.42	very_strong	CGTRNA_RS03155	TU_1805	crtX	+	644026	643726	644076	-3086	3086	351	6	secondary	intergenic_unassigned	promoter
Cgl0627	Cgl0627-1	Cgl0627-1_peak_23	NC_006958.1	633125	646772	640940	22090	7.72483	2206.42	very_strong	CGTRNA_RS03155	TU_1806	crtX	+	644026	643726	644076	-3086	3086	351	7	secondary	intergenic_unassigned	promoter
Cgl0627	Cgl0627-1	Cgl0627-1_peak_23	NC_006958.1	633125	646772	640940	22090	7.72483	2206.42	very_strong	CGTRNA_RS03155	TU_1803	crtB2I-crtI	-	635175	635125	635475	-5765	5765	351	8	secondary	intergenic_unassigned	promoter
Cgl0627	Cgl0627-1	Cgl0627-1_peak_73	NC_006958.1	1913892	1949046	1920737	19646	14.8273	1962.08	very_strong	CGTRNA_RS15910	TU_1059	Cgl1811	-	1921276	1921226	1921576	539	539	351	1	primary	inside_transcribed_region	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_73	NC_006958.1	1913892	1949046	1920737	19646	14.8273	1962.08	very_strong	CGTRNA_RS15910	TU_1058	Cgl1810	-	1920194	1920144	1920494	-543	543	351	2	secondary	upstream_near_TU	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_73	NC_006958.1	1913892	1949046	1920737	19646	14.8273	1962.08	very_strong	CGTRNA_RS15910	TU_1057	Cgl1809	-	1919461	1919411	1919761	-1276	1276	351	3	secondary	intergenic_unassigned	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_73	NC_006958.1	1913892	1949046	1920737	19646	14.8273	1962.08	very_strong	CGTRNA_RS15910	TU_1056	Cgl1808-Cgl1807	-	1918208	1918158	1918508	-2529	2529	351	4	secondary	intergenic_unassigned	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_73	NC_006958.1	1913892	1949046	1920737	19646	14.8273	1962.08	very_strong	CGTRNA_RS15910	TU_1055	Cgl1806	+	1916944	1916644	1916994	3793	3793	351	5	secondary	intergenic_unassigned	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_73	NC_006958.1	1913892	1949046	1920737	19646	14.8273	1962.08	very_strong	CGTRNA_RS15910	TU_1054	Cgl1805	+	1916374	1916074	1916424	4363	4363	351	6	secondary	intergenic_unassigned	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_73	NC_006958.1	1913892	1949046	1920737	19646	14.8273	1962.08	very_strong	CGTRNA_RS15910	TU_1053	Cgl1804	-	1916233	1916183	1916533	-4504	4504	351	7	secondary	intergenic_unassigned	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_73	NC_006958.1	1913892	1949046	1920737	19646	14.8273	1962.08	very_strong	CGTRNA_RS15910	TU_1060	Cgl1812	-	1926010	1925960	1926310	5273	5273	351	8	secondary	intergenic_unassigned	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_73	NC_006958.1	1913892	1949046	1920737	19646	14.8273	1962.08	very_strong	CGTRNA_RS15910	TU_1061	Cgl1813	-	1926837	1926787	1927137	6100	6100	351	9	secondary	intergenic_unassigned	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_73	NC_006958.1	1913892	1949046	1920737	19646	14.8273	1962.08	very_strong	CGTRNA_RS15910	TU_1052	Cgl1803	-	1914371	1914321	1914671	-6366	6366	351	10	secondary	intergenic_unassigned	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_73	NC_006958.1	1913892	1949046	1920737	19646	14.8273	1962.08	very_strong	CGTRNA_RS15910	TU_1051	Cgl1802-Cgl1801	-	1913820	1913770	1914120	-6917	6917	229	11	secondary	intergenic_unassigned	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_73	NC_006958.1	1913892	1949046	1920737	19646	14.8273	1962.08	very_strong	CGTRNA_RS15910	TU_1062	Cgl1814	-	1928189	1928139	1928489	7452	7452	351	12	secondary	intergenic_unassigned	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_73	NC_006958.1	1913892	1949046	1920737	19646	14.8273	1962.08	very_strong	CGTRNA_RS15910	TU_1063	Cgl1814	-	1928189	1928139	1928489	7452	7452	351	13	secondary	intergenic_unassigned	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_73	NC_006958.1	1913892	1949046	1920737	19646	14.8273	1962.08	very_strong	CGTRNA_RS15910	TU_1064	Cgl1815	+	1928211	1927911	1928261	-7474	7474	351	14	secondary	intergenic_unassigned	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_73	NC_006958.1	1913892	1949046	1920737	19646	14.8273	1962.08	very_strong	CGTRNA_RS15910	TU_1065	Cgl1816	+	1928534	1928234	1928584	-7797	7797	351	15	secondary	intergenic_unassigned	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_73	NC_006958.1	1913892	1949046	1920737	19646	14.8273	1962.08	very_strong	CGTRNA_RS15910	TU_1066	Cgl1817	-	1930879	1930829	1931179	10142	10142	351	16	secondary	intergenic_unassigned	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_73	NC_006958.1	1913892	1949046	1920737	19646	14.8273	1962.08	very_strong	CGTRNA_RS15910	TU_1067	Cgl1818	-	1931190	1931140	1931490	10453	10453	351	17	secondary	intergenic_unassigned	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_73	NC_006958.1	1913892	1949046	1920737	19646	14.8273	1962.08	very_strong	CGTRNA_RS15910	TU_1068	Cgl1819	-	1931888	1931838	1932188	11151	11151	351	18	secondary	intergenic_unassigned	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_73	NC_006958.1	1913892	1949046	1920737	19646	14.8273	1962.08	very_strong	CGTRNA_RS15910	TU_1069	Cgl1820	-	1932315	1932265	1932615	11578	11578	351	19	secondary	intergenic_unassigned	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_73	NC_006958.1	1913892	1949046	1920737	19646	14.8273	1962.08	very_strong	CGTRNA_RS15910	TU_1070	Cgl1821	-	1932879	1932829	1933179	12142	12142	351	20	secondary	intergenic_unassigned	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_73	NC_006958.1	1913892	1949046	1920737	19646	14.8273	1962.08	very_strong	CGTRNA_RS15910	TU_1071	Cgl1821	-	1932879	1932829	1933179	12142	12142	351	21	secondary	intergenic_unassigned	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_73	NC_006958.1	1913892	1949046	1920737	19646	14.8273	1962.08	very_strong	CGTRNA_RS15910	TU_1072	Cgl1822	-	1934358	1934308	1934658	13621	13621	351	22	secondary	intergenic_unassigned	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_73	NC_006958.1	1913892	1949046	1920737	19646	14.8273	1962.08	very_strong	CGTRNA_RS15910	TU_1073	Cgl1823	-	1935912	1935862	1936212	15175	15175	351	23	secondary	intergenic_unassigned	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_73	NC_006958.1	1913892	1949046	1920737	19646	14.8273	1962.08	very_strong	CGTRNA_RS15910	TU_1074	Cgl1823	-	1935912	1935862	1936212	15175	15175	351	24	secondary	intergenic_unassigned	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_73	NC_006958.1	1913892	1949046	1920737	19646	14.8273	1962.08	very_strong	CGTRNA_RS15910	TU_1075	Cgl1823	-	1935912	1935862	1936212	15175	15175	351	25	secondary	intergenic_unassigned	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_73	NC_006958.1	1913892	1949046	1920737	19646	14.8273	1962.08	very_strong	CGTRNA_RS15910	TU_1076	Cgl1823	-	1935912	1935862	1936212	15175	15175	351	26	secondary	intergenic_unassigned	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_73	NC_006958.1	1913892	1949046	1920737	19646	14.8273	1962.08	very_strong	CGTRNA_RS15910	TU_1077	Cgl1824	+	1936226	1935926	1936276	-15489	15489	351	27	secondary	intergenic_unassigned	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_73	NC_006958.1	1913892	1949046	1920737	19646	14.8273	1962.08	very_strong	CGTRNA_RS15910	TU_1078	Cgl1825	+	1937202	1936902	1937252	-16465	16465	351	28	secondary	intergenic_unassigned	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_73	NC_006958.1	1913892	1949046	1920737	19646	14.8273	1962.08	very_strong	CGTRNA_RS15910	TU_1079	Cgl1825	+	1937202	1936902	1937252	-16465	16465	351	29	secondary	intergenic_unassigned	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_73	NC_006958.1	1913892	1949046	1920737	19646	14.8273	1962.08	very_strong	CGTRNA_RS15910	TU_1080	Cgl1826	-	1938019	1937969	1938319	17282	17282	351	30	secondary	intergenic_unassigned	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_73	NC_006958.1	1913892	1949046	1920737	19646	14.8273	1962.08	very_strong	CGTRNA_RS15910	TU_1081	Cgl1827	+	1938945	1938645	1938995	-18208	18208	351	31	secondary	intergenic_unassigned	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_73	NC_006958.1	1913892	1949046	1920737	19646	14.8273	1962.08	very_strong	CGTRNA_RS15910	TU_1082	Cgl1828	-	1939064	1939014	1939364	18327	18327	351	32	secondary	intergenic_unassigned	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_73	NC_006958.1	1913892	1949046	1920737	19646	14.8273	1962.08	very_strong	CGTRNA_RS15910	TU_1083	Cgl1829	+	1940257	1939957	1940307	-19520	19520	351	33	secondary	intergenic_unassigned	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_73	NC_006958.1	1913892	1949046	1920737	19646	14.8273	1962.08	very_strong	CGTRNA_RS15910	TU_1084	Cgl1830	+	1941107	1940807	1941157	-20370	20370	351	34	secondary	intergenic_unassigned	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_73	NC_006958.1	1913892	1949046	1920737	19646	14.8273	1962.08	very_strong	CGTRNA_RS15910	TU_1085	Cgl1831	-	1942484	1942434	1942784	21747	21747	351	35	secondary	intergenic_unassigned	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_73	NC_006958.1	1913892	1949046	1920737	19646	14.8273	1962.08	very_strong	CGTRNA_RS15910	TU_1086	Cgl1832	+	1942510	1942210	1942560	-21773	21773	351	36	secondary	intergenic_unassigned	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_73	NC_006958.1	1913892	1949046	1920737	19646	14.8273	1962.08	very_strong	CGTRNA_RS15910	TU_1087	Cgl1835, Cgl1834, Cgl1833	+	1943095	1942795	1943145	-22358	22358	351	37	secondary	intergenic_unassigned	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_73	NC_006958.1	1913892	1949046	1920737	19646	14.8273	1962.08	very_strong	CGTRNA_RS15910	TU_1088	Cgl1836	-	1945435	1945385	1945735	24698	24698	351	38	secondary	intergenic_unassigned	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_73	NC_006958.1	1913892	1949046	1920737	19646	14.8273	1962.08	very_strong	CGTRNA_RS15910	TU_1089	Cgl1837	-	1945891	1945841	1946191	25154	25154	351	39	secondary	intergenic_unassigned	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_73	NC_006958.1	1913892	1949046	1920737	19646	14.8273	1962.08	very_strong	CGTRNA_RS15910	TU_1090	Cgl1838	-	1946332	1946282	1946632	25595	25595	351	40	secondary	intergenic_unassigned	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_73	NC_006958.1	1913892	1949046	1920737	19646	14.8273	1962.08	very_strong	CGTRNA_RS15910	TU_1091	Cgl1839	-	1947037	1946987	1947337	26300	26300	351	41	secondary	intergenic_unassigned	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_73	NC_006958.1	1913892	1949046	1920737	19646	14.8273	1962.08	very_strong	CGTRNA_RS15910	TU_2452	psp3-Cgl1839	-	1948650	1948600	1948950	27913	27913	351	42	secondary	intergenic_unassigned	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_59	NC_006958.1	1788386	1805377	1794119	19543	15.3208	1951.79	very_strong	CGTRNA_RS08480	TU_969	Cgl1690	+	1793714	1793414	1793764	405	405	351	1	primary	inside_transcribed_region	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_59	NC_006958.1	1788386	1805377	1794119	19543	15.3208	1951.79	very_strong	CGTRNA_RS08480	TU_968	Cgl1689	-	1793654	1793604	1793954	-465	465	351	2	secondary	upstream_near_TU	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_59	NC_006958.1	1788386	1805377	1794119	19543	15.3208	1951.79	very_strong	CGTRNA_RS08480	TU_970	Cgl1693, Cgl1692, Cgl1691	+	1795202	1794902	1795252	-1083	1083	351	3	secondary	intergenic_unassigned	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_59	NC_006958.1	1788386	1805377	1794119	19543	15.3208	1951.79	very_strong	CGTRNA_RS08480	TU_966	Cgl1687	+	1791842	1791542	1791892	2277	2277	351	4	secondary	intergenic_unassigned	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_59	NC_006958.1	1788386	1805377	1794119	19543	15.3208	1951.79	very_strong	CGTRNA_RS08480	TU_967	Cgl1687-Cgl1688	+	1791842	1791542	1791892	2277	2277	351	5	secondary	intergenic_unassigned	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_59	NC_006958.1	1788386	1805377	1794119	19543	15.3208	1951.79	very_strong	CGTRNA_RS08480	TU_965	Cgl1686	-	1790889	1790839	1791189	-3230	3230	351	6	secondary	intergenic_unassigned	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_59	NC_006958.1	1788386	1805377	1794119	19543	15.3208	1951.79	very_strong	CGTRNA_RS08480	TU_971	Cgl1694	+	1797350	1797050	1797400	-3231	3231	351	7	secondary	intergenic_unassigned	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_59	NC_006958.1	1788386	1805377	1794119	19543	15.3208	1951.79	very_strong	CGTRNA_RS08480	TU_972	Cgl1695	-	1797969	1797919	1798269	3850	3850	351	8	secondary	intergenic_unassigned	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_59	NC_006958.1	1788386	1805377	1794119	19543	15.3208	1951.79	very_strong	CGTRNA_RS08480	TU_964	Cgl1685	+	1789746	1789446	1789796	4373	4373	351	9	secondary	intergenic_unassigned	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_59	NC_006958.1	1788386	1805377	1794119	19543	15.3208	1951.79	very_strong	CGTRNA_RS08480	TU_973	Cgl1696	-	1798757	1798707	1799057	4638	4638	351	10	secondary	intergenic_unassigned	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_59	NC_006958.1	1788386	1805377	1794119	19543	15.3208	1951.79	very_strong	CGTRNA_RS08480	TU_974	Cgl1696	-	1798757	1798707	1799057	4638	4638	351	11	secondary	intergenic_unassigned	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_59	NC_006958.1	1788386	1805377	1794119	19543	15.3208	1951.79	very_strong	CGTRNA_RS08480	TU_975	Cgl1696	-	1798757	1798707	1799057	4638	4638	351	12	secondary	intergenic_unassigned	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_59	NC_006958.1	1788386	1805377	1794119	19543	15.3208	1951.79	very_strong	CGTRNA_RS08480	TU_976	Cgl1696	-	1798757	1798707	1799057	4638	4638	351	13	secondary	intergenic_unassigned	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_59	NC_006958.1	1788386	1805377	1794119	19543	15.3208	1951.79	very_strong	CGTRNA_RS08480	TU_963	Cgl1683-Cgl1684	+	1789080	1788780	1789130	5039	5039	351	14	secondary	intergenic_unassigned	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_59	NC_006958.1	1788386	1805377	1794119	19543	15.3208	1951.79	very_strong	CGTRNA_RS08480	TU_977	Cgl1697	+	1799182	1798882	1799232	-5063	5063	351	15	secondary	intergenic_unassigned	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_59	NC_006958.1	1788386	1805377	1794119	19543	15.3208	1951.79	very_strong	CGTRNA_RS08480	TU_962	Cgl1682	-	1788829	1788779	1789129	-5290	5290	351	16	secondary	intergenic_unassigned	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_59	NC_006958.1	1788386	1805377	1794119	19543	15.3208	1951.79	very_strong	CGTRNA_RS08480	TU_978	Cgl1698	+	1799473	1799173	1799523	-5354	5354	351	17	secondary	intergenic_unassigned	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_59	NC_006958.1	1788386	1805377	1794119	19543	15.3208	1951.79	very_strong	CGTRNA_RS08480	TU_979	Cgl1699	-	1800604	1800554	1800904	6485	6485	351	18	secondary	intergenic_unassigned	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_59	NC_006958.1	1788386	1805377	1794119	19543	15.3208	1951.79	very_strong	CGTRNA_RS08480	TU_980	Cgl1700-Cgl1701	+	1800834	1800534	1800884	-6715	6715	351	19	secondary	intergenic_unassigned	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_59	NC_006958.1	1788386	1805377	1794119	19543	15.3208	1951.79	very_strong	CGTRNA_RS08480	TU_981	Cgl1702	-	1802577	1802527	1802877	8458	8458	351	20	secondary	intergenic_unassigned	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_59	NC_006958.1	1788386	1805377	1794119	19543	15.3208	1951.79	very_strong	CGTRNA_RS08480	TU_982	Cgl1703	+	1802733	1802433	1802783	-8614	8614	351	21	secondary	intergenic_unassigned	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_59	NC_006958.1	1788386	1805377	1794119	19543	15.3208	1951.79	very_strong	CGTRNA_RS08480	TU_983	Cgl1704	+	1803465	1803165	1803515	-9346	9346	351	22	secondary	intergenic_unassigned	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_59	NC_006958.1	1788386	1805377	1794119	19543	15.3208	1951.79	very_strong	CGTRNA_RS08480	TU_984	Cgl1705-Cgl1706	+	1804134	1803834	1804184	-10015	10015	351	23	secondary	intergenic_unassigned	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_59	NC_006958.1	1788386	1805377	1794119	19543	15.3208	1951.79	very_strong	CGTRNA_RS08480	TU_985	Cgl1707	+	1804919	1804619	1804969	-10800	10800	351	24	secondary	intergenic_unassigned	gene_body
Cgl0627	Cgl0627-1	Cgl0627-1_peak_62	NC_006958.1	1814311	1834739	1829554	16330	9.24384	1630.68	very_strong	CGTRNA_RS08675	TU_1005	Cgl1735	-	1829900	1829850	1830200	346	346	351	1	primary	intergenic_unassigned	dist_intergenic
Cgl0627	Cgl0627-1	Cgl0627-1_peak_62	NC_006958.1	1814311	1834739	1829554	16330	9.24384	1630.68	very_strong	CGTRNA_RS08675	TU_1006	Cgl1736	+	1830765	1830465	1830815	-1211	1211	351	2	secondary	intergenic_unassigned	dist_intergenic
Cgl0627	Cgl0627-1	Cgl0627-1_peak_62	NC_006958.1	1814311	1834739	1829554	16330	9.24384	1630.68	very_strong	CGTRNA_RS08675	TU_2520	recJ	+	1832167	1831867	1832217	-2613	2613	351	3	secondary	intergenic_unassigned	dist_intergenic
Cgl0627	Cgl0627-1	Cgl0627-1_peak_62	NC_006958.1	1814311	1834739	1829554	16330	9.24384	1630.68	very_strong	CGTRNA_RS08675	TU_2720	tnp14a(ISCg14a)	-	1826937	1826887	1827237	-2617	2617	351	4	secondary	intergenic_unassigned	dist_intergenic
Cgl0627	Cgl0627-1	Cgl0627-1_peak_62	NC_006958.1	1814311	1834739	1829554	16330	9.24384	1630.68	very_strong	CGTRNA_RS08675	TU_2721	tnp14a(ISCg14a)	-	1826937	1826887	1827237	-2617	2617	351	5	secondary	intergenic_unassigned	dist_intergenic
Cgl0627	Cgl0627-1	Cgl0627-1_peak_62	NC_006958.1	1814311	1834739	1829554	16330	9.24384	1630.68	very_strong	CGTRNA_RS08675	TU_2722	tnp14b(ISCg14a)	-	1826644	1826594	1826944	-2910	2910	351	6	secondary	intergenic_unassigned	dist_intergenic
Cgl0627	Cgl0627-1	Cgl0627-1_peak_62	NC_006958.1	1814311	1834739	1829554	16330	9.24384	1630.68	very_strong	CGTRNA_RS08675	TU_1004	Cgl1732	+	1826024	1825724	1826074	3530	3530	351	7	secondary	intergenic_unassigned	dist_intergenic
Cgl0627	Cgl0627-1	Cgl0627-1_peak_62	NC_006958.1	1814311	1834739	1829554	16330	9.24384	1630.68	very_strong	CGTRNA_RS08675	TU_1002	Cgl1731	-	1825606	1825556	1825906	-3948	3948	351	8	secondary	intergenic_unassigned	dist_intergenic
Cgl0627	Cgl0627-1	Cgl0627-1_peak_62	NC_006958.1	1814311	1834739	1829554	16330	9.24384	1630.68	very_strong	CGTRNA_RS08675	TU_1003	Cgl1731	-	1825606	1825556	1825906	-3948	3948	351	9	secondary	intergenic_unassigned	dist_intergenic
Cgl0627	Cgl0627-1	Cgl0627-1_peak_62	NC_006958.1	1814311	1834739	1829554	16330	9.24384	1630.68	very_strong	CGTRNA_RS08675	TU_1001	Cgl1730	+	1824784	1824484	1824834	4770	4770	351	10	secondary	intergenic_unassigned	dist_intergenic
Cgl0627	Cgl0627-1	Cgl0627-1_peak_62	NC_006958.1	1814311	1834739	1829554	16330	9.24384	1630.68	very_strong	CGTRNA_RS08675	TU_1000	Cgl1729	+	1824371	1824071	1824421	5183	5183	351	11	secondary	intergenic_unassigned	dist_intergenic
Cgl0627	Cgl0627-1	Cgl0627-1_peak_62	NC_006958.1	1814311	1834739	1829554	16330	9.24384	1630.68	very_strong	CGTRNA_RS08675	TU_999	Cgl1728	+	1822577	1822277	1822627	6977	6977	351	12	secondary	intergenic_unassigned	dist_intergenic
Cgl0627	Cgl0627-1	Cgl0627-1_peak_62	NC_006958.1	1814311	1834739	1829554	16330	9.24384	1630.68	very_strong	CGTRNA_RS08675	TU_998	Cgl1727	-	1822382	1822332	1822682	-7172	7172	351	13	secondary	intergenic_unassigned	dist_intergenic
Cgl0627	Cgl0627-1	Cgl0627-1_peak_62	NC_006958.1	1814311	1834739	1829554	16330	9.24384	1630.68	very_strong	CGTRNA_RS08675	TU_996	Cgl1726	-	1819954	1819904	1820254	-9600	9600	351	14	secondary	intergenic_unassigned	dist_intergenic
Cgl0627	Cgl0627-1	Cgl0627-1_peak_62	NC_006958.1	1814311	1834739	1829554	16330	9.24384	1630.68	very_strong	CGTRNA_RS08675	TU_997	Cgl1726	-	1819954	1819904	1820254	-9600	9600	351	15	secondary	intergenic_unassigned	dist_intergenic
Cgl0627	Cgl0627-1	Cgl0627-1_peak_62	NC_006958.1	1814311	1834739	1829554	16330	9.24384	1630.68	very_strong	CGTRNA_RS08675	TU_995	Cgl1724-Cgl1725	+	1818460	1818160	1818510	11094	11094	351	16	secondary	intergenic_unassigned	dist_intergenic
Cgl0627	Cgl0627-1	Cgl0627-1_peak_62	NC_006958.1	1814311	1834739	1829554	16330	9.24384	1630.68	very_strong	CGTRNA_RS08675	TU_994	Cgl1722-Cgl1723	+	1817132	1816832	1817182	12422	12422	351	17	secondary	intergenic_unassigned	dist_intergenic
Cgl0627	Cgl0627-1	Cgl0627-1_peak_62	NC_006958.1	1814311	1834739	1829554	16330	9.24384	1630.68	very_strong	CGTRNA_RS08675	TU_993	Cgl1721	+	1816451	1816151	1816501	13103	13103	351	18	secondary	intergenic_unassigned	dist_intergenic
Cgl0627	Cgl0627-1	Cgl0627-1_peak_62	NC_006958.1	1814311	1834739	1829554	16330	9.24384	1630.68	very_strong	CGTRNA_RS08675	TU_992	Cgl1719-Cgl1720	+	1814863	1814563	1814913	14691	14691	351	19	secondary	intergenic_unassigned	dist_intergenic
Cgl0627	Cgl0627-1	Cgl0627-1_peak_61	NC_006958.1	1808748	1814186	1810996	12780	8.12663	1275.77	very_strong	CGTRNA_RS08590	TU_988	Cgl1714-Cgl1715	+	1810541	1810241	1810591	455	455	351	1	primary	inside_transcribed_region	promoter
Cgl0627	Cgl0627-1	Cgl0627-1_peak_61	NC_006958.1	1808748	1814186	1810996	12780	8.12663	1275.77	very_strong	CGTRNA_RS08590	TU_989	Cgl1715	+	1811564	1811264	1811614	-568	568	351	2	secondary	upstream_near_TU	promoter
Cgl0627	Cgl0627-1	Cgl0627-1_peak_61	NC_006958.1	1808748	1814186	1810996	12780	8.12663	1275.77	very_strong	CGTRNA_RS08590	TU_2431	ppp2	+	1812215	1811915	1812265	-1219	1219	351	3	secondary	intergenic_unassigned	promoter
Cgl0627	Cgl0627-1	Cgl0627-1_peak_61	NC_006958.1	1808748	1814186	1810996	12780	8.12663	1275.77	very_strong	CGTRNA_RS08590	TU_2524	res	+	1809761	1809461	1809811	1235	1235	351	4	secondary	intergenic_unassigned	promoter
Cgl0627	Cgl0627-1	Cgl0627-1_peak_61	NC_006958.1	1808748	1814186	1810996	12780	8.12663	1275.77	very_strong	CGTRNA_RS08590	TU_990	Cgl1717	+	1812881	1812581	1812931	-1885	1885	351	5	secondary	intergenic_unassigned	promoter
Cgl0627	Cgl0627-1	Cgl0627-1_peak_61	NC_006958.1	1808748	1814186	1810996	12780	8.12663	1275.77	very_strong	CGTRNA_RS08590	TU_991	Cgl1718	+	1813780	1813480	1813830	-2784	2784	351	6	secondary	intergenic_unassigned	promoter
Cgl0627	Cgl0627-1	Cgl0627-1_peak_107	NC_006958.1	3155136	3157425	3156493	10327	8.338	1030.58	very_strong	rplI	TU_2744	tnp5c(ISCg5c)	-	3156698	3156648	3156998	205	205	351	1	primary	inside_transcribed_region	dist_intergenic
